date,platform,product_category,model_name,condition,launch_price_usd,launch_price_inr,current_price_usd,current_price_inr,discount_pct,sale_event,stock_status,rating,reviews_count,z_score
13-01-2026,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,328.37,32582.39,0.235,Regular Sale,In Stock,4.8,1617,-0.931913462
13-01-2026,Flipkart,Watch,Apple Watch Series X (45mm),Referbished,429,42042,233.85,20209.24,0.455,Regular Sale,Out of Stock,3.8,2354,-1.20615401
13-01-2026,Flipkart,Watch,Apple Watch Series X (45mm),Referbished,429,42042,230.28,19445.33,0.463,Regular Sale,In Stock,4.4,1054,-1.223085438
13-01-2026,Amazon,Watch,Apple Watch Ultra,New,799,78302,504.01,48487.31,0.369,Regular Sale,Low Stock,4.3,2283,-0.579394178
13-01-2026,Amazon,Watch,Apple Watch Ultra 2,Referbished,799,78302,483.02,41093.87,0.395,Regular Sale,In Stock,3.9,3144,-0.743263608
13-01-2026,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,596.17,57310.03,0.254,Regular Sale,In Stock,4.2,2823,-0.383845949
13-01-2026,Amazon,Mac,MacBook Air M1 256GB,Referbished,999,97902,425.34,35918.27,0.574,Regular Sale,Low Stock,4.4,3523,-0.857976464
13-01-2026,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,600.64,59502.16,0.399,Regular Sale,Low Stock,4.8,10189,-0.335259216
13-01-2026,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,608.86,59597.31,0.391,Regular Sale,In Stock,4.8,7250,-0.333150295
13-01-2026,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,987.77,95167.05,0.101,Regular Sale,In Stock,4.8,2868,0.45522332
13-01-2026,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1608.37,155212.84,0.195,Regular Sale,In Stock,4.7,3130,1.786088166
13-01-2026,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1800.79,179250.77,0.099,Regular Sale,In Stock,4.5,3373,2.318868832
13-01-2026,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1768.49,171732.69,0.115,Regular Sale,In Stock,4.6,3987,2.152236861
13-01-2026,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1772.37,170788.39,0.113,Regular Sale,In Stock,4.5,2470,2.131307239
13-01-2026,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1804.63,176481.37,0.097,Regular Sale,In Stock,4.5,1622,2.257487392
13-01-2026,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1809.31,175671.29,0.095,Regular Sale,In Stock,4.9,2366,2.239532644
13-01-2026,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Referbished,1999,195902,1316.57,112642.01,0.341,Regular Sale,In Stock,4.1,2028,0.842541231
13-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1868.22,182646.36,0.065,Regular Sale,In Stock,4.4,1529,2.394129252
13-01-2026,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1877.37,181130.92,0.061,Regular Sale,In Stock,4.6,715,2.360540789
13-01-2026,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1888.51,187931.47,0.055,Regular Sale,In Stock,4.2,1513,2.511269306
13-01-2026,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,197.15,18948.55,0.401,Regular Sale,In Stock,4.9,8616,-1.234096152
13-01-2026,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,200.29,19679.95,0.391,Regular Sale,Out of Stock,4.7,4950,-1.217885281
13-01-2026,Amazon,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,163.97,13907.12,0.502,Regular Sale,Out of Stock,4.4,4073,-1.345835243
13-01-2026,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,365.85,36016.87,0.389,Regular Sale,In Stock,4.3,5051,-0.855791077
13-01-2026,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,361.81,35068.69,0.396,Regular Sale,Low Stock,4.5,3118,-0.876806696
13-01-2026,Flipkart,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,289.17,25010.63,0.517,Regular Sale,Low Stock,4.1,5361,-1.099735206
13-01-2026,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,757.37,63426.07,0.242,Regular Sale,In Stock,3.9,1898,-0.248289024
13-01-2026,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,893.2,86332.62,0.106,Regular Sale,In Stock,4.5,2473,0.259415549
13-01-2026,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,903.3,86950.4,0.096,Regular Sale,In Stock,4.5,1100,0.273108127
13-01-2026,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,886.09,86729.69,0.261,Regular Sale,Out of Stock,4.8,2244,0.268216274
13-01-2026,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,889.59,87252.19,0.258,Regular Sale,In Stock,4.7,2580,0.279797051
13-01-2026,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,488.89,47400.8,0.388,Regular Sale,Low Stock,4.5,3545,-0.603475765
13-01-2026,Flipkart,iPhone,iPhone 13 128GB,Referbished,799,78302,392.92,33250.32,0.508,Regular Sale,Low Stock,3.9,6719,-0.91710935
13-01-2026,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Referbished,1199,117502,558.65,46620.4,0.534,Regular Sale,Low Stock,3.8,7854,-0.62077268
13-01-2026,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,500.14,48105.34,0.374,Regular Sale,In Stock,4.2,2410,-0.587860224
13-01-2026,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,706.35,68418.51,0.293,Regular Sale,In Stock,4.7,2240,-0.137635756
13-01-2026,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,707.33,68361.63,0.292,Regular Sale,Low Stock,4.5,4861,-0.138896454
13-01-2026,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,990,97934.93,0.174,Regular Sale,In Stock,4.5,2518,0.516571071
13-01-2026,Amazon,iPhone,iPhone 16 128GB,Referbished,799,78302,516.25,43424.07,0.354,Regular Sale,In Stock,3.9,821,-0.691616668
13-01-2026,Amazon,iPhone,iPhone 16 128GB,New,799,78302,695.49,68712.94,0.13,Regular Sale,In Stock,4.6,1529,-0.131109961
13-01-2026,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,987.56,98073.98,0.101,Regular Sale,In Stock,4.6,1781,0.519652999
13-01-2026,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,985.52,94808.85,0.103,Regular Sale,In Stock,4.8,2427,0.447284116
13-01-2026,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,979.41,95171.85,0.109,Regular Sale,In Stock,4.5,1155,0.455329708
13-01-2026,Amazon,iPhone,iPhone 17 128GB,Referbished,849,83202,636.08,54310.65,0.251,Regular Sale,In Stock,3.8,632,-0.450324704
13-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,849.5,82122.08,-0.001,Regular Sale,Low Stock,4.4,648,0.166092442
13-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,859.27,83070.69,-0.012,Regular Sale,In Stock,4.2,458,0.187117591
13-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,833.14,82816.66,0.019,Regular Sale,In Stock,4.7,568,0.181487228
13-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,838.81,82620.17,0.012,Regular Sale,In Stock,4.5,395,0.177132191
13-01-2026,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,863.97,85848.25,-0.018,Regular Sale,Out of Stock,4.4,651,0.248679892
13-01-2026,Flipkart,iPhone,iPhone 17 128GB,Referbished,849,83202,626.08,53800.36,0.263,Regular Sale,Low Stock,4.1,601,-0.461634856
13-01-2026,Amazon,iPhone,iPhone 17 128GB,Referbished,849,83202,715.52,60334.25,0.157,Regular Sale,In Stock,4.3,495,-0.316816635
13-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,847.35,83419.34,0.002,Regular Sale,In Stock,4.8,292,0.194845128
14-01-2026,Flipkart,Watch,Apple Watch Series 6 ,New,429,42042,260,25662.13,0.394,Regular Sale,Out of Stock,4.7,4355,-1.085295252
14-01-2026,Amazon,Watch,Apple Watch Series 6 ,New,429,42042,258.79,25847.58,0.397,Regular Sale,Low Stock,4.5,4281,-1.081184907
14-01-2026,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,258.93,25616.02,0.396,Regular Sale,In Stock,4.3,1765,-1.086317241
14-01-2026,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,262.02,25904.38,0.389,Regular Sale,In Stock,4.6,3647,-1.079925983
14-01-2026,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,259.35,25320.09,0.395,Regular Sale,Low Stock,4.7,1883,-1.092876283
14-01-2026,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,253.81,24382.7,0.408,Regular Sale,In Stock,4.3,3870,-1.11365275
14-01-2026,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,254.99,24854.72,0.406,Regular Sale,In Stock,4.8,2279,-1.103190821
14-01-2026,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,253.88,25022.76,0.408,Regular Sale,In Stock,4.7,3269,-1.099466354
14-01-2026,Flipkart,Watch,Apple Watch Series 9 (45mm),Referbished,429,42042,205.03,17402.37,0.522,Regular Sale,In Stock,4.1,1671,-1.268365942
14-01-2026,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,259.41,25093.17,0.395,Regular Sale,In Stock,4.6,2090,-1.097905776
14-01-2026,Flipkart,Watch,Apple Watch Ultra,Referbished,799,78302,405.42,34821.57,0.493,Regular Sale,Low Stock,4.2,5281,-0.882283905
14-01-2026,Flipkart,Watch,Apple Watch Ultra,Referbished,799,78302,368.72,30884.48,0.539,Regular Sale,In Stock,3.9,4493,-0.96954622
14-01-2026,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,604.94,58550.04,0.243,Regular Sale,In Stock,4.7,2814,-0.356362161
14-01-2026,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,597.51,58929,0.252,Regular Sale,In Stock,4.7,2773,-0.347962829
14-01-2026,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,605.02,58632.62,0.243,Regular Sale,In Stock,4.7,3667,-0.354531844
14-01-2026,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,608.67,58924.83,0.238,Regular Sale,Low Stock,4.5,3188,-0.348055254
14-01-2026,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,607.19,59472.78,0.24,Regular Sale,In Stock,4.3,1734,-0.335910399
14-01-2026,Flipkart,Mac,MacBook Air M1 256GB,Referbished,999,97902,425.59,36406.26,0.574,Regular Sale,Low Stock,4.3,2983,-0.847160573
14-01-2026,Flipkart,Mac,MacBook Air M1 256GB,Referbished,999,97902,504.03,42447.52,0.495,Regular Sale,Out of Stock,4.1,4525,-0.713261085
14-01-2026,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,883.87,87134.94,0.263,Regular Sale,In Stock,4.6,4482,0.277198302
14-01-2026,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,901.25,89392.07,0.248,Regular Sale,Low Stock,4.5,2168,0.327225706
14-01-2026,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,903.52,86839.95,0.246,Regular Sale,Out of Stock,4.3,2066,0.270660095
14-01-2026,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1004.97,99005.26,0.086,Regular Sale,In Stock,4.4,2696,0.540294043
14-01-2026,Amazon,Mac,MacBook Air M3 256GB,Referbished,1099,107702,832.89,71051.89,0.242,Regular Sale,In Stock,4,3379,-0.079269085
14-01-2026,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,992.87,97006.8,0.097,Regular Sale,In Stock,4.5,2610,0.495999844
14-01-2026,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Referbished,1999,195902,1350.15,113959.01,0.325,Regular Sale,In Stock,4,3026,0.871731437
14-01-2026,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1834.87,180195.87,0.082,Regular Sale,In Stock,4.5,3885,2.339816185
14-01-2026,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1804.18,174102.2,0.097,Regular Sale,In Stock,4.9,1436,2.204755073
14-01-2026,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1926.69,191377.86,0.036,Regular Sale,In Stock,4.7,2219,2.587655666
14-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1900.62,185315.21,0.049,Regular Sale,In Stock,4.3,1267,2.453282086
14-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1906.42,189858.47,0.046,Regular Sale,In Stock,4.7,1720,2.553979654
14-01-2026,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1924.11,187271.91,0.037,Regular Sale,In Stock,4.7,2072,2.496650709
14-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1866.74,182719.99,0.066,Regular Sale,Out of Stock,4.7,2344,2.3957612
14-01-2026,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1908.59,186208.54,0.045,Regular Sale,In Stock,4.4,1007,2.473082
14-01-2026,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,198.64,19383.74,0.396,Regular Sale,Out of Stock,4.9,7483,-1.224450529
14-01-2026,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,166.42,14038.73,0.494,Regular Sale,Out of Stock,4.2,2417,-1.342918217
14-01-2026,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,363.74,36084.93,0.393,Regular Sale,Out of Stock,4.4,5930,-0.854282584
14-01-2026,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,359.23,35197.49,0.4,Regular Sale,Out of Stock,4.5,5715,-0.873951952
14-01-2026,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,472.48,46671,0.409,Regular Sale,Low Stock,4.3,5007,-0.619651174
14-01-2026,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,719.04,61189.4,0.28,Regular Sale,In Stock,3.9,2534,-0.297862949
14-01-2026,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,685.34,57700.58,0.314,Regular Sale,In Stock,4.5,3340,-0.375189734
14-01-2026,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,749.07,64772.43,0.25,Regular Sale,In Stock,4.2,1290,-0.218448078
14-01-2026,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,903.17,88118.1,0.247,Regular Sale,Low Stock,4.5,4711,0.298989223
14-01-2026,Amazon,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,506,43322.38,0.493,Regular Sale,Out of Stock,4.3,9800,-0.693870542
14-01-2026,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,597.36,58198.89,0.402,Regular Sale,In Stock,4.3,3663,-0.364145108
14-01-2026,Amazon,iPhone,iPhone 13 128GB,New,799,78302,484.4,46539.83,0.394,Regular Sale,In Stock,4.5,6046,-0.622558447
14-01-2026,Amazon,iPhone,iPhone 14 128GB,New,799,78302,500.23,48860.04,0.374,Regular Sale,Out of Stock,4.3,4047,-0.571132928
14-01-2026,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,491.78,49075.13,0.385,Regular Sale,Out of Stock,4.5,4784,-0.566365638
14-01-2026,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,601.63,58339.85,0.247,Regular Sale,Low Stock,4.3,3297,-0.361020847
14-01-2026,Amazon,iPhone,iPhone 15 128GB,New,799,78302,590.57,58160.4,0.261,Regular Sale,In Stock,4.4,1490,-0.364998207
14-01-2026,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,601.23,58690.22,0.248,Regular Sale,In Stock,4.6,4526,-0.353255189
14-01-2026,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,598.79,57693.03,0.251,Regular Sale,In Stock,4.2,3936,-0.375357073
14-01-2026,Flipkart,iPhone,iPhone 15 128GB,Referbished,799,78302,475.01,40188.24,0.405,Regular Sale,Low Stock,3.9,1444,-0.763336141
14-01-2026,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,587.53,57218.11,0.265,Regular Sale,In Stock,4.7,1825,-0.385883279
14-01-2026,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1013.92,98369.75,0.154,Regular Sale,In Stock,4.2,3267,0.526208494
14-01-2026,Amazon,iPhone,iPhone 15 Pro Max 256GB,Referbished,1199,117502,747.12,62703.96,0.377,Regular Sale,Out of Stock,4.2,1962,-0.26429399
14-01-2026,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1012.51,98922.85,0.156,Regular Sale,Low Stock,4.8,2902,0.538467494
14-01-2026,Amazon,iPhone,iPhone 16 128GB,Referbished,799,78302,509.24,42926.22,0.363,Regular Sale,In Stock,4.5,1896,-0.702651098
14-01-2026,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,712.49,71198.01,0.108,Regular Sale,In Stock,4.9,1885,-0.076030457
14-01-2026,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,695.25,68267.67,0.13,Regular Sale,In Stock,4.4,1102,-0.140978999
14-01-2026,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,995.99,99236.83,0.094,Regular Sale,In Stock,4.5,1117,0.545426599
14-01-2026,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1007.94,98367.6,0.083,Regular Sale,In Stock,4.7,1510,0.526160841
14-01-2026,Amazon,iPhone,iPhone 16 Pro 256GB,Referbished,1099,107702,773.51,64753.83,0.296,Regular Sale,Low Stock,3.9,2042,-0.218860331
14-01-2026,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,990.84,98344.22,0.098,Regular Sale,Low Stock,4.9,2578,0.525642643
14-01-2026,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1004.31,97061.93,0.086,Regular Sale,In Stock,4.2,1648,0.497221755
14-01-2026,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,996.3,96988.69,0.093,Regular Sale,In Stock,4.5,775,0.495598451
14-01-2026,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1014.06,101242.72,0.077,Regular Sale,Low Stock,4.7,1346,0.589885477
14-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,864.95,83817.3,-0.019,Regular Sale,In Stock,4.5,532,0.203665579
14-01-2026,Flipkart,iPhone,iPhone 17 128GB,Referbished,849,83202,603.59,52015.92,0.289,Regular Sale,In Stock,3.9,420,-0.50118548
14-01-2026,Flipkart,iPhone,iPhone 17 128GB,Referbished,849,83202,663.43,55708.99,0.219,Regular Sale,In Stock,4.1,352,-0.419331665
14-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,864.38,83645.49,-0.018,Regular Sale,In Stock,4.3,470,0.199857554
14-01-2026,Amazon,iPhone,iPhone 17 128GB,Referbished,849,83202,605.04,51396.13,0.287,Regular Sale,In Stock,4.1,665,-0.514922609
14-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,857.33,84211.52,-0.01,Regular Sale,Out of Stock,4.9,445,0.212403136
14-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,833.01,83134.79,0.019,Regular Sale,In Stock,4.6,623,0.188538314
14-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,846.18,84495.53,0.003,Regular Sale,In Stock,4.2,637,0.218697981
14-01-2026,Amazon,iPhone,iPhone 17 128GB,Referbished,849,83202,631.8,53850.54,0.256,Regular Sale,In Stock,3.9,567,-0.460522659
14-01-2026,Amazon,iPhone,iPhone 17 128GB,Referbished,849,83202,619.39,53122.41,0.27,Regular Sale,In Stock,4.5,315,-0.476661053
14-01-2026,Amazon,iPhone,iPhone 17 128GB,New,849,83202,833.92,80723.28,0.018,Regular Sale,Low Stock,4.5,402,0.135089207
15-01-2026,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,256.66,25072.34,0.402,Regular Sale,Low Stock,4.8,5897,-1.098367455
15-01-2026,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,255.55,25045.56,0.404,Regular Sale,Out of Stock,4.4,5274,-1.098961011
15-01-2026,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,257.33,24921.2,0.4,Regular Sale,Low Stock,4.7,3196,-1.101717347
15-01-2026,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,254.83,24600.2,0.406,Regular Sale,In Stock,4.9,2541,-1.108832044
15-01-2026,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,252.64,24552.67,0.411,Regular Sale,Low Stock,4.4,3414,-1.109885507
15-01-2026,Amazon,Watch,Apple Watch Series 9 (45mm),Referbished,429,42042,186.39,15822.69,0.566,Regular Sale,Low Stock,4,2489,-1.303378231
15-01-2026,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,256.21,24815.38,0.403,Regular Sale,In Stock,4.6,4570,-1.104062759
15-01-2026,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,335.21,32987.3,0.219,Regular Sale,Out of Stock,4.8,1420,-0.922938969
15-01-2026,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,328.84,32499.29,0.233,Regular Sale,In Stock,4.3,1646,-0.933755304
15-01-2026,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,332.09,31913.73,0.226,Regular Sale,Low Stock,4.5,1461,-0.946733753
15-01-2026,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,335.33,32209.91,0.218,Regular Sale,Low Stock,4.3,2469,-0.94016917
15-01-2026,Amazon,Watch,Apple Watch Series X (45mm),Referbished,429,42042,245.54,20773.86,0.428,Regular Sale,In Stock,3.9,2347,-1.193639679
15-01-2026,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,333.81,32979,0.222,Regular Sale,Low Stock,4.6,985,-0.923122932
15-01-2026,Flipkart,Watch,Apple Watch Ultra,New,799,78302,489.42,48165.41,0.387,Regular Sale,Out of Stock,4.7,2088,-0.586528823
15-01-2026,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,606.03,58679.55,0.242,Regular Sale,Low Stock,4.7,1681,-0.35349168
15-01-2026,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,606.83,60216.05,0.241,Regular Sale,In Stock,4.6,2791,-0.319436439
15-01-2026,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,608.48,59343.91,0.238,Regular Sale,In Stock,4.6,1676,-0.338766695
15-01-2026,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,607.33,58407.25,0.24,Regular Sale,In Stock,4.4,2089,-0.359526983
15-01-2026,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,609.64,60911.82,0.237,Regular Sale,In Stock,4.5,3609,-0.304015278
15-01-2026,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,604.16,59902.22,0.244,Regular Sale,In Stock,4.8,3431,-0.32639222
15-01-2026,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,602.75,60169.18,0.246,Regular Sale,In Stock,4.5,4389,-0.320475274
15-01-2026,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,590.75,58614.53,0.409,Regular Sale,In Stock,4.3,4867,-0.354932794
15-01-2026,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,889.05,85522,0.259,Regular Sale,Out of Stock,4.4,1919,0.241448832
15-01-2026,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1014.92,99543.04,0.077,Regular Sale,In Stock,4.6,1039,0.552213488
15-01-2026,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,987.13,96680.32,0.102,Regular Sale,In Stock,4.4,3710,0.488763687
15-01-2026,Amazon,Mac,MacBook Air M3 256GB,Referbished,1099,107702,769.34,64985.97,0.3,Regular Sale,In Stock,4.4,1134,-0.213715142
15-01-2026,Flipkart,Mac,MacBook Air M3 256GB,Referbished,1099,107702,813.5,68429.84,0.26,Regular Sale,In Stock,4.4,3218,-0.137384636
15-01-2026,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1002.35,96472.05,0.088,Regular Sale,In Stock,4.8,3202,0.484147556
15-01-2026,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,980.49,94881.29,0.108,Regular Sale,Low Stock,4.9,1345,0.448889688
15-01-2026,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1575.9,154404.22,0.212,Regular Sale,Out of Stock,4.7,7235,1.768165778
15-01-2026,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1630.59,158413.38,0.184,Regular Sale,Low Stock,4.5,2525,1.857025465
15-01-2026,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1832.69,176321.9,0.083,Regular Sale,In Stock,4.8,2565,2.253952872
15-01-2026,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1830.77,180492.94,0.084,Regular Sale,In Stock,4.9,3395,2.346400494
15-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,Referbished,1999,195902,1350.96,115661.19,0.324,Regular Sale,In Stock,4.1,1257,0.909458837
15-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,Referbished,1999,195902,1452.18,123490.67,0.274,Regular Sale,In Stock,4.2,1602,1.08299273
15-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1909.26,187798.45,0.045,Regular Sale,Low Stock,4.3,2006,2.508321029
15-01-2026,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1921.86,190558.66,0.039,Regular Sale,Out of Stock,4.9,2251,2.569498781
15-01-2026,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1892.85,184643.32,0.053,Regular Sale,In Stock,4.3,767,2.438390205
15-01-2026,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,197.51,19719.64,0.4,Regular Sale,Out of Stock,4.6,5742,-1.217005585
15-01-2026,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,357.79,35040.93,0.403,Regular Sale,Out of Stock,4.7,3089,-0.877421973
15-01-2026,Amazon,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,275.58,23386.04,0.54,Regular Sale,In Stock,4.5,2544,-1.135742888
15-01-2026,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,488.98,47826.24,0.388,Regular Sale,Out of Stock,4.6,8083,-0.594046243
15-01-2026,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,895.9,88265.08,0.103,Regular Sale,In Stock,4.2,2346,0.302246912
15-01-2026,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,912.62,90939.46,0.086,Regular Sale,In Stock,4.6,3375,0.361522314
15-01-2026,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,888.81,87760.46,0.11,Regular Sale,Out of Stock,4.6,1126,0.291062431
